days_until_expiry,initial_quantity,shelf_life_days,storage_temp,temp_deviation,spoilage_sensitivity,units_sold,daily_demand,sell_through_rate,remaining_quantity,stock_pressure_ratio,velocity_score,sales_volatility,expiry_pressure_index,price_margin_ratio,category_encoded,region_encoded,is_weekend,is_promoted,handling_score,packaging_score,supplier_score
162,52,236,-19.3,0.7,0.3,0,0,0.0,52,0.22939752,0.0,0.17,0.05210174,0.3878143,4,3,0,0,8,9,7
24,95,25,5.2,0.2,0.4,95,4,1.0,0,0.0,0.16,0.49,0.0,0.33241758,1,1,0,1,9,5,8
10,140,14,6.2,2.2,0.75,140,14,1.0,0,0.0,1.0,0.43,0.0,0.31930184,3,3,0,0,9,7,7
12,369,21,10.7,2.7,0.6,358,29,0.9701897,11,0.37931034,1.3809524,0.24,0.02917772,0.5398773,7,4,1,0,7,10,6
6,32,10,4.2,3.2,0.9,27,4,0.84375,5,1.25,0.4,0.48,0.17857143,0.37091988,5,1,1,0,8,5,9
404,311,519,6.9,1.9,0.85,0,0,0.0,311,0.22939752,0.0,0.28,0.05210174,0.387563,6,1,0,0,10,10,8
3,95,6,0.4,0.6,0.9,47,22,0.49473685,48,2.1818182,3.6666667,0.45,0.54545456,0.33776703,5,0,0,0,5,10,8
4,410,7,17.7,2.3,0.5,395,120,0.9634146,15,0.125,17.142857,0.26,0.025,0.52950686,0,2,1,0,8,8,8
5,288,9,5.6,2.4,0.6,166,38,0.5763889,122,3.2105262,4.2222223,0.49,0.5350877,0.57347673,7,4,0,1,7,5,9
181,154,205,-19.4,0.6,0.3,0,0,0.0,154,0.22939752,0.0,0.41,0.05210174,0.5925245,4,2,0,1,7,8,6
1,159,5,0.9,0.1,0.9,130,65,0.8176101,29,0.44615385,13.0,0.49,0.22307692,0.5312792,5,4,1,0,8,7,9
7,106,11,5.5,1.5,0.75,106,15,1.0,0,0.0,1.3636364,0.14,0.0,0.5687023,3,1,0,1,9,5,6
319,74,327,-19.9,0.1,0.3,0,0,0.0,74,0.22939752,0.0,0.2,0.05210174,0.5706571,4,0,0,0,7,6,8
14,363,19,11.2,3.2,0.6,363,34,1.0,0,0.0,1.7894737,0.22,0.0,0.3794643,7,0,0,0,4,5,6
5,338,10,10.0,2.0,0.6,259,62,0.7662722,79,1.2741935,6.2,0.5,0.2123656,0.3137255,7,3,1,0,6,10,9
15,415,25,6.0,1.0,0.4,322,20,0.77590364,93,4.65,0.8,0.38,0.290625,0.5150977,1,1,1,0,6,6,6
7,116,7,0.4,0.4,0.95,81,25,0.69827586,35,1.4,3.5714285,0.29,0.175,0.42591196,9,3,0,0,7,5,6
3,375,6,-2.4,2.4,0.95,375,124,1.0,0,0.0,20.666666,0.37,0.0,0.5196771,9,3,1,0,5,5,10
4,198,7,3.4,0.6,0.75,146,45,0.7373737,52,1.1555556,6.428571,0.38,0.23111111,0.3362944,3,1,0,1,9,6,6
2,149,6,10.5,2.5,0.6,96,29,0.6442953,53,1.8275862,4.8333335,0.41,0.6091954,0.41939548,7,2,0,1,8,7,10
3,295,5,24.0,4.0,0.5,206,99,0.6983051,89,0.8989899,19.8,0.39,0.22474748,0.43012422,0,2,0,0,7,10,6
9,440,16,2.7,1.3,0.7,308,60,0.7,132,2.2,3.75,0.42,0.22,0.5015075,2,3,1,0,9,9,10
15,463,15,3.3,0.7,0.7,463,40,1.0,0,0.0,2.6666667,0.37,0.0,0.44836956,2,0,0,0,4,7,8
6,47,7,2.1,1.1,0.9,47,8,1.0,0,0.0,1.1428572,0.29,0.0,0.4744365,5,1,0,0,5,6,6
2,132,6,21.8,1.8,0.5,41,20,0.31060606,91,4.55,3.3333333,0.26,1.5166667,0.5437616,0,0,0,1,6,7,8
18,305,21,5.4,2.6,0.6,305,22,1.0,0,0.0,1.0476191,0.26,0.0,0.3472222,7,4,0,0,6,6,9
1,126,2,15.9,4.1,0.5,94,95,0.74603176,32,0.33684212,47.5,0.2,0.16842106,0.39263803,0,2,0,0,6,6,8
2,101,7,5.5,1.5,0.7,64,19,0.63366336,37,1.9473684,2.7142856,0.3,0.64912283,0.5720339,2,1,0,0,4,7,9
0,86,4,0.4,0.4,0.95,81,46,0.94186044,5,0.10869565,11.5,0.2,0.10869565,0.45267105,9,0,1,1,7,7,10
2,293,4,2.0,2.0,0.75,253,127,0.8634812,40,0.31496063,31.75,0.39,0.104986876,0.32034883,3,2,0,1,4,10,7
27,253,27,8.7,4.7,0.7,253,16,1.0,0,0.0,0.5925926,0.47,0.0,0.56455696,2,0,1,0,10,7,6
12,429,16,3.9,0.1,0.7,384,45,0.8951049,45,1.0,2.8125,0.48,0.07692308,0.59770113,2,3,0,0,6,9,10
11,320,13,3.7,0.3,0.75,320,29,1.0,0,0.0,2.2307692,0.11,0.0,0.55283505,3,2,0,0,4,6,8
5,422,7,2.4,1.4,0.9,295,83,0.69905216,127,1.5301205,11.857142,0.3,0.25502008,0.41746795,5,4,0,0,4,7,10
6,377,12,0.1,3.9,0.75,232,35,0.61538464,145,4.142857,2.9166667,0.43,0.59183675,0.54864866,3,1,0,1,7,6,8
5,188,11,4.7,0.7,0.75,133,16,0.7074468,55,3.4375,1.4545455,0.21,0.5729167,0.53476614,3,2,0,0,5,6,10
614,438,628,7.1,2.1,0.85,0,0,0.0,438,0.22939752,0.0,0.5,0.05210174,0.3802335,6,4,1,0,6,5,10
177,106,184,-21.7,1.7,0.3,0,0,0.0,106,0.22939752,0.0,0.39,0.05210174,0.4275599,4,1,0,1,8,5,9
0,408,2,20.5,0.5,0.5,408,274,1.0,0,0.0,137.0,0.24,0.0,0.45462713,0,1,0,0,7,9,9
4,191,5,23.6,3.6,0.5,191,57,1.0,0,0.0,11.4,0.11,0.0,0.39081633,0,4,0,0,7,10,7
8,157,10,1.6,0.6,0.9,157,18,1.0,0,0.0,1.8,0.34,0.0,0.41028225,5,3,0,0,4,5,6
12,359,18,11.4,3.4,0.6,202,18,0.5626741,157,8.722222,1.0,0.42,0.67094016,0.3114754,7,1,0,0,5,10,8
3,397,7,22.8,2.8,0.5,208,81,0.5239295,189,2.3333333,11.571428,0.46,0.5833333,0.4375867,0,2,1,1,9,7,9
307,443,413,5.1,0.1,0.85,0,0,0.0,443,0.22939752,0.0,0.4,0.05210174,0.4845468,6,2,0,0,10,5,10
217,29,316,2.3,2.7,0.85,0,0,0.0,29,0.22939752,0.0,0.31,0.05210174,0.3769985,6,0,0,0,10,9,8
10,499,14,2.8,1.2,0.7,499,59,1.0,0,0.0,4.214286,0.38,0.0,0.5301086,2,1,0,0,4,10,9
269,456,341,-20.7,0.7,0.3,435,2,0.95394737,21,10.5,0.0058651026,0.2,0.03888889,0.42081103,4,1,1,0,10,9,9
18,393,29,5.3,0.3,0.4,275,21,0.69974554,118,5.6190476,0.7241379,0.4,0.29573935,0.51106197,1,1,1,0,10,10,9
16,103,24,8.1,3.1,0.4,35,2,0.3398058,68,34.0,0.083333336,0.45,2.0,0.57894737,1,2,0,0,5,6,9
7,483,7,17.2,2.8,0.5,483,136,1.0,0,0.0,19.428572,0.3,0.0,0.50348026,0,3,0,0,5,10,6
22,374,29,5.0,0.0,0.4,261,20,0.69786096,113,5.65,0.6896552,0.36,0.24565217,0.5292517,1,0,0,0,10,8,10
20,126,22,3.9,0.1,0.7,95,4,0.75396824,31,7.75,0.18181819,0.43,0.3690476,0.53198653,2,2,0,1,6,9,6
2,56,3,3.7,0.3,0.75,56,43,1.0,0,0.0,14.333333,0.38,0.0,0.32926086,3,0,1,1,9,6,6
12,166,15,5.2,0.2,0.4,166,12,1.0,0,0.0,0.8,0.34,0.0,0.3734062,1,1,0,0,4,6,9
5,473,5,-1.7,2.7,0.9,473,135,1.0,0,0.0,27.0,0.2,0.0,0.43222508,5,3,0,1,6,10,9
120,197,138,6.3,1.3,0.85,197,2,1.0,0,0.0,0.014492754,0.15,0.0,0.41175923,6,2,0,0,9,9,10
2,296,5,-1.2,1.2,0.95,157,72,0.5304054,139,1.9305556,14.4,0.26,0.6435185,0.58483756,9,2,0,0,7,6,6
10,398,11,2.6,1.4,0.75,398,67,1.0,0,0.0,6.090909,0.47,0.0,0.43302754,3,4,1,0,5,5,10
366,130,551,7.0,2.0,0.85,130,1,1.0,0,0.0,0.001814882,0.39,0.0,0.38400236,6,0,0,0,4,9,6
7,112,12,2.6,1.4,0.75,112,27,1.0,0,0.0,2.25,0.46,0.0,0.42857143,3,1,1,0,8,5,8
1,262,3,1.6,2.4,0.75,183,161,0.6984733,79,0.49068323,53.666668,0.19,0.24534161,0.49602824,3,3,1,0,8,9,10
0,102,4,2.0,2.0,0.9,56,31,0.54901963,46,1.483871,7.75,0.48,1.483871,0.48134327,8,2,0,0,9,6,9
1,261,6,7.3,3.3,0.75,193,91,0.7394636,68,0.74725276,15.166667,0.24,0.37362638,0.5113636,3,4,1,0,5,8,9
5,149,5,3.5,0.5,0.75,149,53,1.0,0,0.0,10.6,0.18,0.0,0.59008265,3,3,1,0,10,10,10
5,42,10,-4.5,5.5,0.9,6,1,0.14285715,36,36.0,0.1,0.16,6.0,0.42519686,5,4,0,0,10,5,10
1,22,4,4.4,3.4,0.9,17,8,0.77272725,5,0.625,2.0,0.4,0.3125,0.34938574,5,1,0,0,6,7,6
1,252,5,7.2,3.2,0.9,178,95,0.7063492,74,0.77894735,19.0,0.47,0.38947368,0.3123878,8,2,0,0,6,7,10
368,164,521,2.2,2.8,0.85,0,0,0.0,164,0.22939752,0.0,0.29,0.05210174,0.5813768,6,3,0,0,7,6,10
81,381,111,-22.2,2.2,0.3,381,6,1.0,0,0.0,0.054054055,0.13,0.0,0.43531203,4,4,1,0,10,6,8
7,326,12,4.1,0.1,0.75,228,28,0.6993865,98,3.5,2.3333333,0.31,0.4375,0.50308645,3,4,0,0,9,5,8
217,201,251,6.5,1.5,0.85,140,1,0.6965174,61,61.0,0.003984064,0.19,0.2798165,0.4071569,6,2,1,0,6,10,10
4,87,7,22.7,2.7,0.5,60,17,0.6896552,27,1.5882353,2.4285715,0.2,0.31764707,0.3821138,0,1,0,0,5,8,6
557,334,617,4.9,0.1,0.85,0,0,0.0,334,0.22939752,0.0,0.31,0.05210174,0.44136167,6,4,0,0,7,8,9
6,327,8,8.2,0.2,0.6,244,51,0.7461774,83,1.627451,6.375,0.2,0.232493,0.353167,7,0,0,0,4,9,9
4,353,4,-1.0,1.0,0.95,353,124,1.0,0,0.0,31.0,0.45,0.0,0.3885522,9,3,0,0,8,6,9
1,161,2,0.3,0.3,0.95,144,135,0.89440995,17,0.12592593,67.5,0.39,0.062962964,0.4895238,9,3,1,0,4,7,10
29,182,30,8.8,3.8,0.4,56,2,0.30769232,126,63.0,0.06666667,0.38,2.1,0.39181286,1,4,0,0,10,6,6
4,342,6,18.7,1.3,0.5,342,131,1.0,0,0.0,21.833334,0.14,0.0,0.42,0,2,1,0,6,10,9
6,453,7,-3.2,3.2,0.95,317,95,0.6997793,136,1.431579,13.571428,0.37,0.20451128,0.50322145,9,2,0,0,10,7,8
256,432,359,-20.7,0.7,0.3,432,3,1.0,0,0.0,0.008356546,0.32,0.0,0.47875166,4,0,1,0,10,8,8
1,446,3,1.0,0.0,0.9,357,232,0.8004484,89,0.38362068,77.333336,0.46,0.19181034,0.35513565,5,4,0,0,10,5,8
19,127,29,6.4,1.4,0.4,54,4,0.42519686,73,18.25,0.13793103,0.38,0.9125,0.39175257,1,2,0,0,7,8,6
9,446,10,1.1,0.1,0.9,373,49,0.83632284,73,1.4897959,4.9,0.21,0.14897959,0.5810324,5,2,0,0,9,5,9
3,497,6,1.8,1.8,0.95,481,170,0.9678068,16,0.09411765,28.333334,0.47,0.023529412,0.3289256,9,2,1,0,9,6,6
21,335,23,1.2,2.8,0.7,335,15,1.0,0,0.0,0.65217394,0.35,0.0,0.32706374,2,3,0,0,8,6,9
2,165,3,-1.2,2.2,0.9,165,93,1.0,0,0.0,31.0,0.13,0.0,0.41533333,5,4,0,0,10,7,10
511,117,535,6.0,1.0,0.85,117,1,1.0,0,0.0,0.0018691589,0.48,0.0,0.42009914,6,2,1,0,4,9,8
3,317,3,-1.8,1.8,0.95,317,136,1.0,0,0.0,45.333332,0.26,0.0,0.5335453,9,2,0,1,6,7,9
0,224,1,2.6,1.4,0.9,224,436,1.0,0,0.0,436.0,0.11,0.0,0.47019464,8,4,1,1,9,9,10
6,234,6,1.8,0.8,0.9,234,63,1.0,0,0.0,10.5,0.26,0.0,0.3857616,5,3,0,0,5,7,6
1,207,4,1.4,1.4,0.95,139,70,0.6714976,68,0.9714286,17.5,0.4,0.4857143,0.4683417,9,1,0,0,6,6,10
6,478,11,7.3,0.7,0.6,268,52,0.5606695,210,4.0384617,4.7272725,0.24,0.5769231,0.31968296,7,2,0,0,8,5,8
7,101,7,-3.5,3.5,0.95,101,16,1.0,0,0.0,2.2857144,0.26,0.0,0.39150944,9,3,0,0,6,5,8
15,246,19,5.7,2.3,0.6,176,15,0.7154471,70,4.6666665,0.7894737,0.12,0.29166666,0.35674933,7,0,0,0,6,9,10
221,127,224,-19.1,0.9,0.3,127,7,1.0,0,0.0,0.03125,0.26,0.0,0.5292637,4,1,1,0,10,6,9
16,361,18,3.5,4.5,0.6,361,31,1.0,0,0.0,1.7222222,0.41,0.0,0.5215311,7,3,0,1,6,10,6
3,34,8,1.8,2.2,0.7,23,6,0.6764706,11,1.8333334,0.75,0.14,0.45833334,0.34647888,2,1,1,0,7,7,8
7,315,10,4.2,3.8,0.6,220,57,0.6984127,95,1.6666666,5.7,0.15,0.20833333,0.451005,7,4,0,0,4,10,9
7,232,7,4.9,0.9,0.75,162,50,0.69827586,70,1.4,7.142857,0.32,0.175,0.49441788,3,2,0,0,5,6,6
5,148,7,3.2,0.8,0.75,126,33,0.8513514,22,0.6666667,4.714286,0.24,0.11111111,0.45789474,3,1,0,0,9,5,8
13,473,18,9.6,1.6,0.6,473,55,1.0,0,0.0,3.0555556,0.13,0.0,0.3818722,7,2,0,0,7,8,8
343,396,362,-17.9,2.1,0.3,0,0,0.0,396,0.22939752,0.0,0.29,0.05210174,0.45875812,4,0,0,0,6,5,9
10,103,14,3.9,0.1,0.75,103,11,1.0,0,0.0,0.78571427,0.48,0.0,0.36666667,3,0,1,0,4,9,10
0,423,3,3.2,0.8,0.75,423,239,1.0,0,0.0,79.666664,0.3,0.0,0.58456486,3,2,0,0,4,8,8
13,253,17,2.3,2.7,0.4,253,18,1.0,0,0.0,1.0588236,0.12,0.0,0.34355828,1,4,1,0,8,5,6
0,292,3,1.2,1.2,0.95,204,138,0.69863015,88,0.6376812,46.0,0.11,0.6376812,0.39175257,9,1,0,0,5,7,8
18,423,27,7.0,2.0,0.4,423,27,1.0,0,0.0,1.0,0.4,0.0,0.4355363,1,2,1,0,7,9,9
8,470,16,9.5,1.5,0.6,249,36,0.52978724,221,6.138889,2.25,0.44,0.68209875,0.5347222,7,2,0,1,4,9,7
10,346,15,5.0,3.0,0.6,346,40,1.0,0,0.0,2.6666667,0.48,0.0,0.59827584,7,1,1,0,7,5,10
5,492,5,2.1,1.9,0.9,492,135,1.0,0,0.0,27.0,0.23,0.0,0.48387095,8,2,0,1,4,5,8
0,255,3,0.0,0.0,0.95,178,173,0.69803923,77,0.44508672,57.666668,0.34,0.44508672,0.5952773,9,4,1,0,7,10,6
25,55,30,4.0,1.0,0.4,0,0,0.0,55,0.22939752,0.0,0.48,0.05210174,0.43076923,1,1,0,1,9,6,6
4,392,8,-1.0,2.0,0.9,229,70,0.5841837,163,2.3285713,8.75,0.23,0.46571428,0.40447286,5,1,0,1,6,8,9
4,351,9,1.1,0.1,0.9,351,55,1.0,0,0.0,6.111111,0.22,0.0,0.38649902,5,1,0,0,6,5,9
5,301,5,-2.5,2.5,0.95,301,85,1.0,0,0.0,17.0,0.17,0.0,0.31714472,9,4,0,1,8,10,8
18,408,26,2.8,1.2,0.7,408,21,1.0,0,0.0,0.8076923,0.48,0.0,0.5124555,2,1,0,0,6,5,10
14,400,17,10.1,2.1,0.6,400,30,1.0,0,0.0,1.7647059,0.24,0.0,0.36641222,7,3,0,0,4,7,9
1,380,5,-0.5,4.5,0.75,199,108,0.5236842,181,1.675926,21.6,0.34,0.837963,0.38699877,3,4,0,0,4,7,6
365,252,377,5.5,0.5,0.85,176,3,0.6984127,76,25.333334,0.00795756,0.35,0.06921676,0.43724614,6,1,1,1,10,5,8
12,264,13,4.3,0.7,0.4,264,24,1.0,0,0.0,1.8461539,0.11,0.0,0.5435835,1,0,0,0,8,8,9
2,67,5,3.3,0.7,0.7,46,29,0.6865672,21,0.7241379,5.8,0.42,0.2413793,0.34335443,2,4,1,0,7,9,8
8,295,10,-0.9,1.9,0.9,206,47,0.6983051,89,1.893617,4.7,0.11,0.2104019,0.3691814,5,2,0,0,7,5,9
3,308,4,5.2,1.2,0.9,270,105,0.8766234,38,0.36190477,26.25,0.23,0.09047619,0.40247253,8,2,0,1,8,9,8
6,247,12,3.3,0.7,0.75,172,24,0.6963563,75,3.125,2.0,0.3,0.44642857,0.5912863,3,2,0,0,8,7,9
3,444,6,0.4,0.4,0.95,223,95,0.5022523,221,2.3263159,15.833333,0.16,0.58157897,0.36155948,9,4,0,0,5,9,9
3,31,5,22.7,2.7,0.5,21,9,0.67741936,10,1.1111112,1.8,0.48,0.2777778,0.3278302,0,4,0,0,4,9,10
3,391,3,3.0,1.0,0.75,391,270,1.0,0,0.0,90.0,0.25,0.0,0.4182243,3,0,1,0,4,9,10
7,362,8,1.2,2.8,0.7,362,62,1.0,0,0.0,7.75,0.25,0.0,0.30452126,2,1,0,0,10,10,10
606,88,615,3.0,2.0,0.85,88,2,1.0,0,0.0,0.0032520324,0.15,0.0,0.5852253,6,4,0,0,8,8,8
12,219,12,5.0,1.0,0.7,196,22,0.89497715,23,1.0454545,1.8333334,0.43,0.08041958,0.37950137,2,1,0,0,5,8,9
70,29,86,-22.7,2.7,0.3,0,0,0.0,29,0.22939752,0.0,0.47,0.05210174,0.50672644,4,1,0,0,4,7,9
23,208,24,3.5,0.5,0.7,208,11,1.0,0,0.0,0.45833334,0.23,0.0,0.36231884,2,1,0,0,4,6,8
63,245,75,-23.8,3.8,0.3,245,6,1.0,0,0.0,0.08,0.26,0.0,0.5537303,4,3,0,0,10,7,8
15,444,23,7.7,3.7,0.7,428,39,0.963964,16,0.41025642,1.6956521,0.26,0.025641026,0.4864865,2,0,1,0,6,7,9
69,252,80,-17.9,2.1,0.3,252,7,1.0,0,0.0,0.0875,0.44,0.0,0.48214287,4,4,1,0,10,6,6
9,22,12,3.8,0.2,0.75,10,1,0.45454547,12,12.0,0.083333336,0.43,1.2,0.45213675,3,4,0,0,10,8,6
9,160,10,2.4,1.4,0.9,112,19,0.7,48,2.5263157,1.9,0.33,0.25263157,0.3953362,5,3,0,0,4,5,7
1,314,2,-2.5,2.5,0.95,219,263,0.69745225,95,0.36121672,131.5,0.21,0.18060836,0.32344788,9,1,0,0,5,10,9
7,455,12,2.6,2.4,0.4,225,44,0.4945055,230,5.2272725,3.6666667,0.25,0.65340906,0.43724138,1,2,0,0,7,10,9
8,398,9,7.8,3.8,0.7,398,63,1.0,0,0.0,7.0,0.16,0.0,0.32155478,2,2,0,0,10,8,6
0,49,2,2.4,1.6,0.9,34,50,0.6938776,15,0.3,25.0,0.41,0.3,0.5617433,8,4,1,0,8,9,9
170,404,176,8.6,3.6,0.85,295,2,0.730198,109,54.5,0.011363637,0.19,0.31871346,0.5994028,6,1,0,1,8,9,7
7,113,10,8.0,4.0,0.75,73,14,0.6460177,40,2.857143,1.4,0.34,0.35714287,0.33230957,3,2,0,1,10,9,8
14,314,16,9.2,1.2,0.6,314,26,1.0,0,0.0,1.625,0.27,0.0,0.5214724,7,1,0,0,5,8,8
11,150,11,4.9,0.9,0.75,150,27,1.0,0,0.0,2.4545455,0.35,0.0,0.45553935,3,0,1,0,6,9,6
514,388,709,6.8,1.8,0.85,388,1,1.0,0,0.0,0.0014104373,0.11,0.0,0.5035658,6,0,1,0,7,10,8
23,403,30,5.8,1.8,0.7,403,20,1.0,0,0.0,0.6666667,0.26,0.0,0.53376204,2,2,0,0,10,5,7
2,180,5,4.1,0.1,0.9,180,62,1.0,0,0.0,12.4,0.24,0.0,0.32994923,8,3,0,1,7,9,10
2,148,5,5.2,1.2,0.9,113,40,0.7635135,35,0.875,8.0,0.45,0.29166666,0.56143343,8,1,0,1,10,7,8
2,358,4,1.1,2.9,0.9,358,161,1.0,0,0.0,40.25,0.2,0.0,0.3273643,8,4,1,0,5,9,10
6,35,9,7.0,3.0,0.75,16,3,0.45714286,19,6.3333335,0.33333334,0.44,0.9047619,0.59070295,3,2,0,1,8,9,8
4,314,8,5.7,1.7,0.75,141,39,0.4490446,173,4.4358974,4.875,0.23,0.8871795,0.45892352,3,2,0,0,8,10,7
4,203,5,4.9,0.9,0.9,142,52,0.6995074,61,1.1730769,10.4,0.36,0.23461539,0.54899496,8,1,0,0,6,8,6
205,140,228,3.1,1.9,0.85,140,3,1.0,0,0.0,0.013157895,0.25,0.0,0.41130707,6,0,1,0,4,9,9
0,234,3,7.1,0.9,0.6,163,103,0.6965812,71,0.6893204,34.333332,0.28,0.6893204,0.48131868,7,2,0,0,8,5,10
2,225,5,-0.7,0.7,0.95,157,66,0.69777775,68,1.030303,13.2,0.48,0.34343433,0.39314196,9,2,0,0,8,7,8
4,15,7,18.8,1.2,0.5,15,5,1.0,0,0.0,0.71428573,0.25,0.0,0.5975794,0,3,1,0,9,6,6
6,61,7,0.1,0.1,0.95,51,9,0.8360656,10,1.1111112,1.2857143,0.33,0.15873016,0.30012152,9,1,0,0,6,8,6
4,25,8,2.1,1.1,0.9,14,4,0.56,11,2.75,0.5,0.35,0.55,0.4622871,5,0,1,0,9,5,6
4,419,5,2.7,1.7,0.9,419,125,1.0,0,0.0,25.0,0.16,0.0,0.43801653,5,1,0,0,6,5,7
2,22,7,1.3,1.3,0.95,9,4,0.4090909,13,3.25,0.5714286,0.15,1.0833334,0.37421536,9,3,0,0,9,5,10
1,118,3,7.3,3.3,0.9,118,71,1.0,0,0.0,23.666666,0.13,0.0,0.40608466,8,4,0,0,10,10,8
3,18,6,5.1,1.1,0.7,18,7,1.0,0,0.0,1.1666666,0.47,0.0,0.49275362,2,0,0,0,4,7,7
0,465,3,7.7,0.3,0.6,325,192,0.6989247,140,0.7291667,64.0,0.44,0.7291667,0.3881119,7,1,0,0,8,10,10
8,211,11,3.4,0.6,0.75,211,31,1.0,0,0.0,2.8181818,0.32,0.0,0.57116896,3,4,0,0,9,5,10
227,271,316,6.6,1.6,0.85,211,1,0.7785978,60,60.0,0.003164557,0.46,0.2631579,0.38869378,6,2,1,0,6,9,9
629,58,634,4.4,0.6,0.85,58,2,1.0,0,0.0,0.0031545742,0.27,0.0,0.52059656,6,1,0,0,4,5,6
0,461,2,-0.6,0.6,0.95,461,367,1.0,0,0.0,183.5,0.33,0.0,0.5329605,9,0,0,1,8,6,10
2,394,6,22.5,2.5,0.5,198,105,0.5025381,196,1.8666667,17.5,0.14,0.62222224,0.3832021,0,1,1,0,7,7,9
572,307,712,7.1,2.1,0.85,0,0,0.0,307,0.22939752,0.0,0.19,0.05210174,0.35581395,6,1,1,0,9,6,8
142,405,195,-24.2,4.2,0.3,0,0,0.0,405,0.22939752,0.0,0.24,0.05210174,0.54973197,4,4,0,1,8,10,10
542,464,692,5.1,0.1,0.85,0,0,0.0,464,0.22939752,0.0,0.3,0.05210174,0.3798944,6,1,0,0,5,6,6
2,364,6,1.1,0.1,0.9,153,74,0.42032966,211,2.8513513,12.333333,0.25,0.9504505,0.48108107,5,2,0,1,5,6,6
5,229,5,6.1,2.1,0.9,229,61,1.0,0,0.0,12.2,0.35,0.0,0.41715115,8,1,0,1,8,10,10
12,102,21,10.6,2.6,0.6,92,6,0.9019608,10,1.6666666,0.2857143,0.44,0.12820514,0.55673224,7,4,0,0,9,5,9
3,278,4,-3.2,3.2,0.95,278,193,1.0,0,0.0,48.25,0.27,0.0,0.34821695,9,3,1,1,8,6,7
3,50,5,0.5,0.5,0.95,37,14,0.74,13,0.9285714,2.8,0.16,0.23214285,0.5784012,9,1,0,1,6,10,6
2,287,3,5.6,1.6,0.9,242,126,0.8432056,45,0.35714287,42.0,0.47,0.11904762,0.43678162,8,1,0,1,7,8,6
453,204,479,5.9,0.9,0.85,204,1,1.0,0,0.0,0.0020876827,0.38,0.0,0.54301,6,1,0,0,7,10,8
0,80,3,17.5,2.5,0.5,80,43,1.0,0,0.0,14.333333,0.34,0.0,0.42696628,0,3,0,0,7,9,10
438,216,470,7.7,2.7,0.85,216,2,1.0,0,0.0,0.004255319,0.28,0.0,0.3842135,6,4,0,0,7,10,7
485,485,568,3.5,1.5,0.85,447,1,0.92164946,38,38.0,0.0017605633,0.18,0.0781893,0.41786128,6,0,0,0,6,9,6
3,404,6,3.4,0.6,0.75,327,87,0.8094059,77,0.88505745,14.5,0.34,0.22126436,0.55058825,3,3,0,0,10,9,7
0,365,4,-1.6,2.6,0.9,243,124,0.6657534,122,0.983871,31.0,0.28,0.983871,0.5986005,5,1,0,0,10,6,6
8,443,8,4.8,0.8,0.7,443,94,1.0,0,0.0,11.75,0.46,0.0,0.53010625,2,1,0,0,4,7,10
17,104,20,0.1,4.9,0.4,72,6,0.6923077,32,5.3333335,0.3,0.37,0.2962963,0.40375587,1,2,1,0,10,8,6
2,237,3,2.4,1.4,0.9,202,126,0.8523207,35,0.2777778,42.0,0.22,0.09259259,0.43319416,5,1,0,0,9,10,10
6,241,6,1.8,1.8,0.95,241,59,1.0,0,0.0,9.833333,0.26,0.0,0.56811863,9,1,0,0,7,7,8
181,385,185,-17.2,2.8,0.3,385,6,1.0,0,0.0,0.032432433,0.48,0.0,0.5076433,4,4,0,1,5,8,10
275,207,300,3.1,1.9,0.85,0,0,0.0,207,0.22939752,0.0,0.11,0.05210174,0.56840163,6,3,1,0,8,7,6
1,452,6,-1.9,1.9,0.95,343,165,0.75884956,109,0.6606061,27.5,0.41,0.33030304,0.3312666,9,4,1,0,6,7,6
144,201,152,-18.6,1.4,0.3,0,0,0.0,201,0.22939752,0.0,0.3,0.05210174,0.57756233,4,1,0,0,9,8,9
1,435,2,17.9,2.1,0.5,405,359,0.9310345,30,0.08356546,179.5,0.37,0.04178273,0.49131945,0,1,0,1,9,8,6
8,362,10,11.0,3.0,0.6,362,54,1.0,0,0.0,5.4,0.27,0.0,0.5113636,7,4,1,0,8,10,10
202,11,231,-21.9,1.9,0.3,0,0,0.0,11,0.22939752,0.0,0.49,0.05210174,0.49249658,4,3,0,0,8,5,10
78,353,116,2.5,2.5,0.85,353,4,1.0,0,0.0,0.03448276,0.42,0.0,0.56333756,6,1,0,1,4,5,8
2,91,5,4.4,0.4,0.9,49,24,0.53846157,42,1.75,4.8,0.2,0.5833333,0.40894568,8,4,0,0,10,8,9
106,120,117,5.5,0.5,0.85,120,4,1.0,0,0.0,0.034188036,0.25,0.0,0.46214014,6,1,0,0,10,9,10
10,225,13,4.1,0.1,0.75,149,21,0.6622222,76,3.6190476,1.6153846,0.34,0.32900432,0.35877863,3,0,1,0,9,5,9
0,238,2,20.2,0.2,0.5,166,162,0.697479,72,0.44444445,81.0,0.33,0.44444445,0.39385727,0,2,0,0,5,6,9
144,472,192,6.2,1.2,0.85,472,6,1.0,0,0.0,0.03125,0.34,0.0,0.37300786,6,1,1,1,4,6,8
7,282,8,2.3,1.7,0.75,197,46,0.6985816,85,1.8478261,5.75,0.3,0.23097827,0.56330746,3,1,0,0,5,8,8
5,246,5,23.7,3.7,0.5,246,65,1.0,0,0.0,13.0,0.46,0.0,0.44641274,0,1,0,0,7,9,7
