days_until_expiry,initial_quantity,shelf_life_days,storage_temp,temp_deviation,spoilage_sensitivity,units_sold,daily_demand,sell_through_rate,remaining_quantity,stock_pressure_ratio,velocity_score,sales_volatility,expiry_pressure_index,price_margin_ratio,category_encoded,region_encoded,is_weekend,is_promoted,handling_score,packaging_score,supplier_score,expire_before_sold
14,11,16,8.1,0.1,0.6,0,0,0.0,11,0.22939751380118353,0.0,0.17,0.05210173733804476,0.4064386317907444,7,2,0,0,5,8,6,1
13,450,17,6.9,1.9,0.4,450,31,1.0,0,0.0,1.8235294117647058,0.28,0.0,0.3926940639269406,1,3,1,0,4,7,9,1
9,30,11,6.7,1.3,0.6,6,1,0.2,24,24.0,0.09090909090909091,0.28,2.4,0.30242825607064017,7,2,0,0,7,8,10,1
17,424,20,3.8,1.2,0.4,424,24,1.0,0,0.0,1.2,0.11,0.0,0.44,1,1,0,0,7,7,10,1
3,409,4,4.0,0.0,0.75,409,147,1.0,0,0.0,36.75,0.29,0.0,0.5968688845401174,3,0,0,0,4,9,6,0
11,57,12,2.7,1.3,0.75,57,8,1.0,0,0.0,0.6666666666666666,0.2,0.0,0.5065243179122182,3,2,0,0,8,6,8,0
2,441,5,5.0,1.0,0.75,398,152,0.9024943310657596,43,0.28289473684210525,30.4,0.42,0.09429824561403509,0.3880266075388027,3,2,0,0,8,6,9,1
24,225,25,2.6,1.4,0.7,170,7,0.7555555555555555,55,7.857142857142857,0.28,0.18,0.3142857142857143,0.4079110012360939,2,2,0,0,10,10,9,1
9,275,16,4.5,0.5,0.7,173,23,0.6290909090909091,102,4.434782608695652,1.4375,0.44,0.4434782608695652,0.5014409221902018,2,4,0,0,10,5,10,1
5,26,9,0.8,0.2,0.9,6,1,0.23076923076923078,20,20.0,0.1111111111111111,0.36,3.3333333333333335,0.3191800878477306,5,0,0,0,5,10,9,1
16,200,19,4.4,0.4,0.7,200,22,1.0,0,0.0,1.1578947368421053,0.37,0.0,0.3491012298959319,2,4,0,0,9,9,6,0
5,353,5,3.1,0.9,0.75,353,135,1.0,0,0.0,27.0,0.12,0.0,0.5429162357807653,3,4,1,0,5,8,6,0
0,475,2,19.3,0.7,0.5,332,465,0.6989473684210527,143,0.30752688172043013,232.5,0.27,0.30752688172043013,0.33294255568581466,0,2,0,0,10,7,6,1
7,340,12,5.2,0.2,0.4,340,45,1.0,0,0.0,3.75,0.39,0.0,0.38372093023255816,1,0,1,0,8,9,9,1
0,384,1,4.4,0.4,0.9,268,669,0.6979166666666666,116,0.17339312406576982,669.0,0.31,0.17339312406576982,0.46595330739299606,8,3,0,0,5,10,10,1
1,147,4,4.0,0.0,0.75,46,43,0.3129251700680272,101,2.3488372093023258,10.75,0.4,1.1744186046511629,0.5500957243139758,3,2,0,1,9,7,8,1
198,289,249,8.4,3.4,0.85,289,2,1.0,0,0.0,0.008032128514056224,0.13,0.0,0.3153183583854079,6,1,0,1,8,7,6,0
72,350,104,-22.0,2.0,0.3,188,3,0.5371428571428571,162,54.0,0.028846153846153848,0.11,0.7397260273972602,0.43413333333333337,4,3,0,0,6,7,6,1
13,382,17,3.9,0.1,0.7,306,25,0.8010471204188482,76,3.04,1.4705882352941178,0.37,0.21714285714285714,0.539906103286385,2,4,0,0,10,6,9,1
5,214,7,4.9,3.1,0.6,149,56,0.6962616822429907,65,1.1607142857142858,8.0,0.33,0.19345238095238096,0.49785407725321895,7,1,1,0,10,7,9,0
0,367,2,20.7,0.7,0.5,367,313,1.0,0,0.0,156.5,0.32,0.0,0.3972413793103448,0,0,0,0,10,7,10,1
1,423,3,-2.2,2.2,0.95,296,249,0.6997635933806147,127,0.5100401606425703,83.0,0.31,0.25502008032128515,0.5739715189873418,9,2,0,0,9,7,6,1
9,116,12,3.4,0.6,0.75,81,19,0.6982758620689655,35,1.8421052631578947,1.5833333333333333,0.22,0.18421052631578946,0.48942598187311187,3,1,1,0,7,7,10,0
14,108,21,7.3,0.7,0.6,96,7,0.8888888888888888,12,1.7142857142857142,0.3333333333333333,0.17,0.11428571428571428,0.5544554455445545,7,3,0,0,5,8,8,1
142,29,153,5.6,0.6,0.85,0,0,0.0,29,0.22939751380118353,0.0,0.28,0.05210173733804476,0.3374413145539906,6,2,1,0,4,5,6,1
12,232,12,2.9,1.1,0.75,202,21,0.8706896551724138,30,1.4285714285714286,1.75,0.2,0.10989010989010989,0.4175935288169869,3,4,0,0,6,9,8,0
127,60,180,-21.2,1.2,0.3,60,2,1.0,0,0.0,0.011111111111111112,0.33,0.0,0.5865834633385336,4,0,0,0,5,10,9,0
66,423,96,-17.1,2.9,0.3,343,4,0.8108747044917257,80,20.0,0.041666666666666664,0.41,0.29850746268656714,0.5542740841248304,4,0,0,0,10,5,10,1
5,106,5,1.6,0.6,0.9,106,34,1.0,0,0.0,6.8,0.17,0.0,0.5987361769352291,5,2,0,0,5,7,9,0
0,500,2,2.9,1.1,0.9,500,435,1.0,0,0.0,217.5,0.19,0.0,0.4034985422740524,8,1,0,0,5,9,8,1
0,13,3,19.5,0.5,0.5,8,6,0.6153846153846154,5,0.8333333333333334,2.0,0.31,0.8333333333333334,0.4737975592246949,0,3,0,0,9,8,10,1
3,346,4,3.3,3.3,0.95,242,104,0.6994219653179191,104,1.0,26.0,0.46,0.25,0.41215854311730055,9,0,0,0,10,9,7,1
3,98,6,0.5,0.5,0.9,50,24,0.5102040816326531,48,2.0,4.0,0.12,0.5,0.44760213143872113,5,1,0,0,4,9,9,1
11,185,11,2.6,1.4,0.75,185,32,1.0,0,0.0,2.909090909090909,0.19,0.0,0.36113179448994787,3,4,0,0,7,6,9,0
7,224,7,-1.4,1.4,0.95,156,47,0.6964285714285714,68,1.446808510638298,6.714285714285714,0.1,0.18085106382978725,0.5893095768374165,9,1,0,0,7,7,10,0
5,390,7,-0.1,1.1,0.9,390,82,1.0,0,0.0,11.714285714285714,0.17,0.0,0.5110047846889951,5,1,0,0,8,7,6,0
165,462,235,3.8,1.2,0.85,462,4,1.0,0,0.0,0.01702127659574468,0.35,0.0,0.46015908456600607,6,4,0,1,6,7,8,0
11,265,17,5.4,2.6,0.6,171,16,0.6452830188679245,94,5.875,0.9411764705882353,0.21,0.4895833333333333,0.5365853658536586,7,1,0,0,7,7,6,1
2,191,4,17.8,2.2,0.5,161,68,0.8429319371727748,30,0.4411764705882353,17.0,0.28,0.14705882352941177,0.4940517844646605,0,4,0,0,8,10,9,1
0,398,2,18.3,1.7,0.5,398,322,1.0,0,0.0,161.0,0.47,0.0,0.5365296803652968,0,4,0,0,10,8,10,1
0,330,1,5.2,1.2,0.9,330,584,1.0,0,0.0,584.0,0.37,0.0,0.3597678916827853,8,0,0,0,8,9,6,1
3,123,6,0.2,0.8,0.9,61,27,0.4959349593495935,62,2.2962962962962963,4.5,0.32,0.5740740740740741,0.5661721068249259,5,0,0,0,5,8,6,1
9,213,12,3.6,0.4,0.75,149,24,0.6995305164319249,64,2.6666666666666665,2.0,0.3,0.26666666666666666,0.5415050426687354,3,1,0,0,10,5,7,0
4,302,7,7.5,2.5,0.4,182,50,0.6026490066225165,120,2.4,7.142857142857143,0.32,0.48,0.33558178752107926,1,1,0,0,4,9,7,1
533,215,618,7.6,2.6,0.85,0,0,0.0,215,0.22939751380118353,0.0,0.38,0.05210173733804476,0.31049782589404556,6,2,0,0,9,9,8,1
6,165,8,3.4,0.6,0.75,165,32,1.0,0,0.0,4.0,0.49,0.0,0.46679561573178596,3,1,0,0,8,5,10,0
6,392,7,18.7,1.3,0.5,392,101,1.0,0,0.0,14.428571428571429,0.26,0.0,0.4536741214057508,0,0,0,0,10,9,6,0
4,148,6,-0.7,1.7,0.9,148,36,1.0,0,0.0,6.0,0.27,0.0,0.32671863926293404,5,1,0,0,4,9,8,1
0,49,1,5.4,1.4,0.9,49,78,1.0,0,0.0,78.0,0.43,0.0,0.3634881825590872,8,3,1,1,7,8,8,1
9,474,13,3.6,0.4,0.7,474,62,1.0,0,0.0,4.769230769230769,0.13,0.0,0.35910652920962205,2,1,1,1,4,5,10,0
2,133,5,19.2,0.8,0.5,133,45,1.0,0,0.0,9.0,0.34,0.0,0.5628318584070796,0,1,1,0,7,10,9,1
252,24,295,-21.6,1.6,0.3,0,0,0.0,24,0.22939751380118353,0.0,0.12,0.05210173733804476,0.36115843270868825,4,1,1,0,7,9,9,1
7,86,7,2.5,1.5,0.7,86,18,1.0,0,0.0,2.5714285714285716,0.27,0.0,0.46859903381642504,2,3,0,0,8,7,8,0
0,217,3,4.6,0.6,0.75,217,108,1.0,0,0.0,36.0,0.28,0.0,0.3564935064935065,3,3,0,0,5,5,8,1
0,492,3,-2.6,2.6,0.95,344,205,0.6991869918699187,148,0.7219512195121951,68.33333333333333,0.15,0.7219512195121951,0.5795677799607072,9,2,0,0,4,6,7,1
10,85,10,3.0,2.0,0.9,85,19,1.0,0,0.0,1.9,0.17,0.0,0.5670529801324503,5,4,1,0,5,5,7,0
7,428,10,6.9,1.1,0.6,407,47,0.9509345794392523,21,0.44680851063829785,4.7,0.46,0.05585106382978723,0.32167832167832167,7,1,0,0,9,7,9,1
90,197,131,-20.3,0.3,0.3,0,0,0.0,197,0.22939751380118353,0.0,0.33,0.05210173733804476,0.5780346820809249,4,4,0,1,5,10,9,1
209,295,301,-22.7,2.7,0.3,175,1,0.5932203389830508,120,120.0,0.0033222591362126247,0.18,0.5714285714285714,0.45065789473684215,4,2,0,0,7,9,6,1
2,28,4,0.0,0.0,0.95,28,13,1.0,0,0.0,3.25,0.41,0.0,0.3389339513325609,9,3,0,0,10,8,8,1
0,440,4,-0.7,0.7,0.95,261,145,0.5931818181818181,179,1.2344827586206897,36.25,0.12,1.2344827586206897,0.5785760102629891,9,1,0,0,10,10,8,1
1,471,5,7.9,0.1,0.6,227,134,0.4819532908704883,244,1.8208955223880596,26.8,0.42,0.9104477611940298,0.34341637010676157,7,4,0,0,9,10,9,1
2,192,4,6.9,2.9,0.9,118,61,0.6145833333333334,74,1.2131147540983607,15.25,0.13,0.40437158469945356,0.42446448703494916,8,1,0,0,9,5,8,1
1,71,5,4.4,0.4,0.9,39,26,0.5492957746478874,32,1.2307692307692308,5.2,0.11,0.6153846153846154,0.3924050632911392,8,0,0,0,8,9,8,1
7,338,9,-0.6,1.6,0.9,338,54,1.0,0,0.0,6.0,0.39,0.0,0.4216300940438871,5,1,0,0,9,6,9,0
16,200,19,6.6,1.4,0.6,200,18,1.0,0,0.0,0.9473684210526315,0.41,0.0,0.40246045694200355,7,4,0,1,10,6,7,0
178,243,246,6.2,1.2,0.85,0,0,0.0,243,0.22939751380118353,0.0,0.46,0.05210173733804476,0.4173425748414688,6,1,0,1,7,7,9,1
13,338,19,10.6,2.6,0.6,338,34,1.0,0,0.0,1.7894736842105263,0.3,0.0,0.5096153846153846,7,2,1,0,6,7,10,0
2,140,4,20.6,0.6,0.5,111,45,0.7928571428571428,29,0.6444444444444445,11.25,0.22,0.21481481481481482,0.4482758620689654,0,4,0,0,7,10,9,1
18,464,23,5.4,1.4,0.7,464,32,1.0,0,0.0,1.391304347826087,0.15,0.0,0.3578947368421054,2,0,1,0,6,10,6,0
282,92,342,-18.8,1.2,0.3,92,1,1.0,0,0.0,0.0029239766081871343,0.41,0.0,0.3866120218579235,4,4,0,0,9,8,9,0
1,97,4,2.8,2.8,0.95,54,40,0.5567010309278351,43,1.075,10.0,0.26,0.5375,0.3672976238421264,9,1,0,0,10,8,8,1
9,43,9,4.1,3.9,0.6,41,4,0.9534883720930233,2,0.5,0.4444444444444444,0.5,0.05,0.5,7,4,1,0,4,5,7,1
2,321,6,1.3,1.3,0.95,226,74,0.7040498442367601,95,1.2837837837837838,12.333333333333334,0.46,0.42792792792792794,0.5941526263627354,9,0,0,0,8,8,9,1
7,354,7,6.0,2.0,0.75,354,99,1.0,0,0.0,14.142857142857142,0.24,0.0,0.5890850722311397,3,2,1,1,5,10,6,0
4,123,7,-2.7,2.7,0.95,75,19,0.6097560975609756,48,2.526315789473684,2.7142857142857144,0.39,0.5052631578947369,0.5579185520361991,9,2,0,0,6,6,9,1
0,297,3,2.2,1.8,0.9,255,149,0.8585858585858586,42,0.28187919463087246,49.666666666666664,0.35,0.28187919463087246,0.5822368421052632,8,1,0,0,6,6,8,1
1,305,2,2.3,1.7,0.9,305,309,1.0,0,0.0,154.5,0.22,0.0,0.5512048192771084,8,4,1,0,8,8,6,0
381,317,391,3.5,1.5,0.85,221,3,0.6971608832807571,96,32.0,0.0076726342710997444,0.26,0.08376963350785341,0.3070234655577458,6,0,0,0,4,10,7,0
7,196,9,0.0,1.0,0.9,137,35,0.6989795918367347,59,1.6857142857142857,3.888888888888889,0.46,0.21071428571428572,0.5846294602012808,5,3,0,0,9,9,9,0
13,13,20,4.5,0.5,0.7,0,0,0.0,13,0.22939751380118353,0.0,0.28,0.05210173733804476,0.4637223974763407,2,2,1,0,4,7,9,1
131,446,186,6.7,1.7,0.85,312,3,0.6995515695067265,134,44.666666666666664,0.016129032258064516,0.46,0.33838383838383834,0.5110077167498865,6,2,0,0,5,10,9,1
11,363,15,7.2,2.2,0.4,363,76,1.0,0,0.0,5.066666666666666,0.23,0.0,0.30820399113082037,1,3,1,0,10,6,10,0
297,263,299,-21.7,1.7,0.3,0,0,0.0,263,0.22939751380118353,0.0,0.27,0.05210173733804476,0.5106167846309404,4,3,1,0,9,7,8,1
3,72,5,18.3,1.7,0.5,70,25,0.9722222222222222,2,0.08,5.0,0.4,0.02,0.3295454545454546,0,4,0,0,8,7,8,0
0,374,3,6.6,2.6,0.9,374,248,1.0,0,0.0,82.66666666666667,0.46,0.0,0.5891812865497075,8,4,1,0,9,7,10,1
13,383,16,9.3,1.3,0.6,383,36,1.0,0,0.0,2.25,0.26,0.0,0.55810147299509,7,1,0,1,5,7,8,0
3,79,4,1.2,0.2,0.9,79,34,1.0,0,0.0,8.5,0.42,0.0,0.3180446590223295,5,1,0,0,7,9,9,0
7,471,7,20.9,0.9,0.5,471,174,1.0,0,0.0,24.857142857142858,0.47,0.0,0.37737478411053543,0,3,1,0,10,7,8,0
75,445,81,-20.1,0.1,0.3,208,3,0.46741573033707867,237,79.0,0.037037037037037035,0.22,1.0394736842105263,0.48443579766536965,4,0,0,0,5,10,8,1
13,458,20,9.0,1.0,0.6,231,25,0.5043668122270742,227,9.08,1.25,0.3,0.6485714285714286,0.5416666666666666,7,0,0,0,6,6,6,1
4,242,7,19.3,0.7,0.5,177,58,0.731404958677686,65,1.1206896551724137,8.285714285714286,0.2,0.22413793103448273,0.532588454376164,0,2,1,0,8,10,6,1
5,386,7,0.5,0.5,0.95,270,68,0.6994818652849741,116,1.7058823529411764,9.714285714285714,0.11,0.28431372549019607,0.35426179604261804,9,1,0,0,6,8,8,1
3,243,3,-3.0,3.0,0.95,243,123,1.0,0,0.0,41.0,0.38,0.0,0.4637163276525563,9,4,0,0,4,5,6,0
3,436,3,2.6,1.4,0.9,436,191,1.0,0,0.0,63.666666666666664,0.4,0.0,0.41908482142857145,8,3,0,0,10,6,9,0
4,332,7,-1.4,1.4,0.95,332,92,1.0,0,0.0,13.142857142857142,0.29,0.0,0.5088495575221239,9,1,1,1,7,8,9,0
7,309,8,0.3,0.7,0.9,309,52,1.0,0,0.0,6.5,0.14,0.0,0.5803432137285491,5,3,0,0,8,9,8,0
219,311,246,-21.9,1.9,0.3,217,2,0.6977491961414791,94,47.0,0.008130081300813009,0.35,0.21363636363636362,0.5045207956600362,4,2,0,0,6,6,6,0
11,404,14,3.9,1.1,0.4,404,53,1.0,0,0.0,3.7857142857142856,0.4,0.0,0.5782556750298686,1,4,0,0,10,7,9,0
663,24,689,2.0,3.0,0.85,24,4,1.0,0,0.0,0.005805515239477504,0.29,0.0,0.39323528002682884,6,4,1,0,5,10,8,0
2,339,7,1.1,1.1,0.95,140,57,0.41297935103244837,199,3.491228070175439,8.142857142857142,0.33,1.1637426900584795,0.5550595238095238,9,2,0,0,7,6,7,1
3,344,6,-0.2,0.2,0.95,273,71,0.7936046511627907,71,1.0,11.833333333333334,0.28,0.25,0.4000814000814001,9,3,0,0,5,10,9,1
0,283,3,0.6,3.4,0.9,283,193,1.0,0,0.0,64.33333333333333,0.28,0.0,0.5641975308641975,8,1,1,0,7,10,9,1
0,294,2,18.3,1.7,0.5,294,284,1.0,0,0.0,142.0,0.21,0.0,0.5847400405131667,0,4,1,0,9,10,6,1
487,115,620,5.7,0.7,0.85,115,1,1.0,0,0.0,0.0016129032258064516,0.41,0.0,0.452157980456026,6,3,0,1,8,8,8,0
0,70,3,-1.1,1.1,0.95,67,39,0.9571428571428572,3,0.07692307692307693,13.0,0.2,0.07692307692307693,0.30633670791151113,9,4,0,0,6,8,9,1
15,329,20,3.6,1.4,0.4,250,16,0.7598784194528876,79,4.9375,0.8,0.33,0.30859375,0.3195592286501377,1,2,0,0,7,10,6,1
5,467,7,19.9,0.1,0.5,358,98,0.7665952890792291,109,1.1122448979591837,14.0,0.13,0.18537414965986396,0.5691868758915835,0,4,0,0,8,7,6,0
1,145,4,20.7,0.7,0.5,81,50,0.5586206896551724,64,1.28,12.5,0.45,0.64,0.4425956738768718,0,3,0,0,8,8,7,1
8,277,16,2.1,2.9,0.4,160,28,0.5776173285198556,117,4.178571428571429,1.75,0.4,0.4642857142857143,0.5174825174825175,1,2,0,0,7,6,10,1
36,176,48,6.1,1.1,0.85,169,6,0.9602272727272727,7,1.1666666666666667,0.125,0.3,0.031531531531531536,0.35986015150253886,6,3,1,0,4,9,7,0
9,476,11,6.4,1.6,0.6,476,88,1.0,0,0.0,8.0,0.36,0.0,0.39512195121951216,7,4,0,0,5,6,9,0
6,13,10,4.0,0.0,0.75,5,1,0.38461538461538464,8,8.0,0.1,0.44,1.1428571428571428,0.37137989778534924,3,0,1,0,9,6,9,1
23,150,28,3.9,0.1,0.7,150,10,1.0,0,0.0,0.35714285714285715,0.45,0.0,0.5606326889279438,2,4,0,1,9,6,8,0
73,49,99,-21.1,1.1,0.3,0,0,0.0,49,0.22939751380118353,0.0,0.34,0.05210173733804476,0.5274869109947643,4,4,0,0,10,7,6,1
16,152,20,3.0,2.0,0.4,134,7,0.881578947368421,18,2.5714285714285716,0.35,0.31,0.1512605042016807,0.3307888040712469,1,3,0,0,7,7,8,1
4,477,6,-0.6,0.6,0.95,477,112,1.0,0,0.0,18.666666666666668,0.47,0.0,0.5994176372712146,9,2,0,0,5,6,6,1
19,108,27,7.3,3.3,0.7,95,6,0.8796296296296297,13,2.1666666666666665,0.2222222222222222,0.47,0.10833333333333332,0.3326467559217302,2,1,0,0,8,10,9,0
205,481,257,-22.7,2.7,0.3,0,0,0.0,481,0.22939751380118353,0.0,0.29,0.05210173733804476,0.5910418695228822,4,1,0,0,5,8,10,1
4,116,5,7.4,3.4,0.9,116,48,1.0,0,0.0,9.6,0.25,0.0,0.3374083129584352,8,0,0,0,10,10,10,0
6,500,7,3.5,0.5,0.75,500,143,1.0,0,0.0,20.428571428571427,0.49,0.0,0.4292237442922374,3,1,1,1,6,9,10,0
11,314,12,8.1,0.1,0.6,219,41,0.697452229299363,95,2.317073170731707,3.4166666666666665,0.2,0.19308943089430894,0.4936708860759494,7,4,1,0,9,6,10,0
6,262,7,-2.2,2.2,0.95,262,66,1.0,0,0.0,9.428571428571429,0.11,0.0,0.44900662251655626,9,2,0,0,8,6,6,0
6,415,9,2.5,1.5,0.7,290,74,0.6987951807228916,125,1.6891891891891893,8.222222222222221,0.37,0.24131274131274133,0.308030803080308,2,0,1,0,9,8,7,0
88,433,91,-21.0,1.0,0.3,433,6,1.0,0,0.0,0.06593406593406594,0.3,0.0,0.31415929203539816,4,3,0,0,4,6,9,0
146,310,160,-22.1,2.1,0.3,310,2,1.0,0,0.0,0.0125,0.3,0.0,0.3278688524590164,4,3,1,1,6,5,8,1
494,238,524,4.6,0.4,0.85,0,0,0.0,238,0.22939751380118353,0.0,0.16,0.05210173733804476,0.5485001723939777,6,4,0,0,8,8,6,1
226,175,228,-20.8,0.8,0.3,0,0,0.0,175,0.22939751380118353,0.0,0.31,0.05210173733804476,0.35351089588377727,4,4,0,0,4,8,7,1
3,289,4,3.7,3.7,0.95,289,124,1.0,0,0.0,31.0,0.1,0.0,0.39778129952456415,9,4,0,0,4,8,8,0
244,105,294,-22.3,2.3,0.3,0,0,0.0,105,0.22939751380118353,0.0,0.37,0.05210173733804476,0.5999999999999999,4,2,0,0,5,8,6,1
297,193,327,5.2,0.2,0.85,193,2,1.0,0,0.0,0.0061162079510703364,0.15,0.0,0.5479871645274214,6,4,0,0,6,9,9,0
2,113,3,8.5,0.5,0.6,113,60,1.0,0,0.0,20.0,0.48,0.0,0.5531914893617021,7,3,0,0,9,7,10,0
15,58,21,5.9,2.1,0.6,18,1,0.3103448275862069,40,40.0,0.047619047619047616,0.37,2.5,0.5506445672191529,7,1,1,0,8,6,8,1
22,425,28,5.4,1.4,0.7,297,30,0.6988235294117647,128,4.266666666666667,1.0714285714285714,0.16,0.1855072463768116,0.5339547270306259,2,2,0,0,5,6,10,0
29,333,30,3.2,0.8,0.7,333,19,1.0,0,0.0,0.6333333333333333,0.47,0.0,0.5478927203065134,2,0,1,1,4,9,9,0
4,414,7,-5.0,5.0,0.95,239,81,0.5772946859903382,175,2.1604938271604937,11.571428571428571,0.26,0.43209876543209874,0.38202744577246567,9,1,0,0,5,9,10,1
1,355,2,1.3,1.3,0.95,292,270,0.8225352112676056,63,0.23333333333333334,135.0,0.28,0.11666666666666667,0.36712713650199014,9,4,0,0,10,10,8,1
359,266,394,2.8,2.2,0.85,186,2,0.6992481203007519,80,40.0,0.005076142131979695,0.19,0.1111111111111111,0.553612517257248,6,2,0,0,6,9,6,0
4,251,7,1.9,2.1,0.7,232,62,0.9243027888446215,19,0.3064516129032258,8.857142857142858,0.48,0.061290322580645165,0.5382462686567164,2,3,1,0,8,6,8,1
18,138,24,5.4,1.4,0.7,138,15,1.0,0,0.0,0.625,0.45,0.0,0.4588744588744589,2,4,1,0,8,5,8,0
4,413,5,3.3,0.7,0.9,413,149,1.0,0,0.0,29.8,0.25,0.0,0.5495495495495495,8,3,0,1,7,10,9,0
3,415,5,5.8,1.8,0.9,415,159,1.0,0,0.0,31.8,0.16,0.0,0.3486590038314176,8,3,1,0,10,9,6,0
193,220,212,-17.6,2.4,0.3,0,0,0.0,220,0.22939751380118353,0.0,0.44,0.05210173733804476,0.35990338164251207,4,3,0,1,10,7,7,1
2,478,5,6.7,1.3,0.6,332,158,0.694560669456067,146,0.9240506329113924,31.6,0.48,0.3080168776371308,0.5161290322580645,7,1,1,1,9,5,6,1
2,70,4,5.6,1.6,0.9,48,29,0.6857142857142857,22,0.7586206896551724,7.25,0.38,0.2528735632183908,0.5780933062880325,8,1,0,0,6,10,8,1
4,214,6,-1.5,1.5,0.95,174,52,0.8130841121495327,40,0.7692307692307693,8.666666666666666,0.16,0.15384615384615385,0.3491257755217147,9,0,0,1,8,9,6,1
30,324,30,9.5,4.5,0.4,305,11,0.941358024691358,19,1.7272727272727273,0.36666666666666664,0.28,0.05571847507331378,0.3360258481421648,1,2,0,0,5,9,9,0
23,407,27,3.6,1.4,0.4,407,38,1.0,0,0.0,1.4074074074074074,0.11,0.0,0.33106267029972747,1,2,1,0,6,9,7,0
7,278,10,6.1,2.1,0.7,225,46,0.8093525179856115,53,1.1521739130434783,4.6,0.26,0.14402173913043478,0.36944444444444446,2,4,0,0,8,8,9,0
3,309,4,1.7,1.7,0.95,270,116,0.8737864077669902,39,0.33620689655172414,29.0,0.46,0.08405172413793104,0.5384036144578314,9,2,0,1,7,8,8,0
25,62,29,5.6,0.6,0.4,62,3,1.0,0,0.0,0.10344827586206896,0.5,0.0,0.559850374064838,1,3,0,0,7,7,8,0
6,429,9,6.7,1.3,0.6,429,90,1.0,0,0.0,10.0,0.37,0.0,0.47589424572317257,7,4,0,0,10,7,9,0
0,324,3,-0.3,0.3,0.95,226,227,0.6975308641975309,98,0.43171806167400884,75.66666666666667,0.18,0.43171806167400884,0.47289504036908875,9,0,1,0,9,10,7,1
4,474,5,15.7,4.3,0.5,331,123,0.6983122362869199,143,1.1626016260162602,24.6,0.14,0.23252032520325203,0.4292237442922374,0,4,0,0,4,6,10,0
2,95,7,20.4,0.4,0.5,64,20,0.6736842105263158,31,1.55,2.857142857142857,0.25,0.5166666666666667,0.3261205564142194,0,0,1,0,8,8,10,1
14,137,23,5.7,0.7,0.4,62,5,0.45255474452554745,75,15.0,0.21739130434782608,0.38,1.0,0.48062015503875977,1,4,0,1,8,5,8,1
3,385,5,4.3,0.3,0.9,385,108,1.0,0,0.0,21.6,0.45,0.0,0.4389140271493212,8,2,0,0,5,6,9,1
11,287,18,-1.9,5.9,0.7,104,13,0.3623693379790941,183,14.076923076923077,0.7222222222222222,0.25,1.1730769230769231,0.39001848428835495,2,2,0,0,4,8,6,1
18,193,21,5.5,2.5,0.6,135,32,0.6994818652849741,58,1.8125,1.5238095238095237,0.12,0.09539473684210527,0.5111940298507462,7,2,1,0,6,8,8,0
119,333,121,-21.5,1.5,0.3,0,0,0.0,333,0.22939751380118353,0.0,0.3,0.05210173733804476,0.4284490145672665,4,0,0,1,9,10,6,1
434,225,466,5.6,0.6,0.85,225,1,1.0,0,0.0,0.002145922746781116,0.37,0.0,0.5327826535880227,6,0,1,0,7,5,7,0
1,405,3,8.6,0.6,0.6,254,244,0.6271604938271605,151,0.6188524590163934,81.33333333333333,0.37,0.3094262295081967,0.5530085959885387,7,4,0,0,9,9,6,1
4,407,5,3.7,0.3,0.9,328,117,0.8058968058968059,79,0.6752136752136753,23.4,0.14,0.13504273504273506,0.34875,8,3,0,1,9,9,6,0
2,127,4,5.3,1.3,0.9,100,42,0.7874015748031497,27,0.6428571428571429,10.5,0.48,0.2142857142857143,0.5618345618345619,8,1,0,0,4,10,10,1
9,127,15,5.9,2.1,0.6,88,16,0.6929133858267716,39,2.4375,1.0666666666666667,0.45,0.24375,0.42701525054466233,7,1,1,0,8,5,9,0
2,252,4,21.2,1.2,0.5,176,132,0.6984126984126984,76,0.5757575757575758,33.0,0.22,0.19191919191919193,0.3399048266485384,0,2,0,0,6,6,8,0
7,409,7,4.9,0.9,0.75,409,97,1.0,0,0.0,13.857142857142858,0.35,0.0,0.4579673776662484,3,2,1,1,9,5,10,0
2,333,3,4.8,0.8,0.9,333,143,1.0,0,0.0,47.666666666666664,0.36,0.0,0.4897196261682243,8,2,0,0,9,6,9,1
10,142,14,4.6,0.4,0.4,83,10,0.5845070422535211,59,5.9,0.7142857142857143,0.12,0.5363636363636364,0.4771838331160365,1,1,0,0,8,7,7,1
8,301,14,8.7,3.7,0.4,210,36,0.6976744186046512,91,2.5277777777777777,2.5714285714285716,0.37,0.28086419753086417,0.5589743589743589,1,4,1,0,6,6,8,1
1,438,3,5.0,1.0,0.9,378,211,0.863013698630137,60,0.2843601895734597,70.33333333333333,0.24,0.14218009478672985,0.5066921606118547,8,3,0,0,10,10,6,1
8,30,10,-0.9,1.9,0.9,30,11,1.0,0,0.0,1.1,0.33,0.0,0.3298578199052133,5,4,1,0,4,5,9,0
268,364,364,-19.5,0.5,0.3,0,0,0.0,364,0.22939751380118353,0.0,0.26,0.05210173733804476,0.41851368970013036,4,1,1,0,4,10,8,1
2,163,5,9.5,1.5,0.6,163,49,1.0,0,0.0,9.8,0.35,0.0,0.4198047419804742,7,1,0,0,9,7,6,1
54,142,82,-21.2,1.2,0.3,0,0,0.0,142,0.22939751380118353,0.0,0.4,0.05210173733804476,0.5993111366245695,4,2,0,0,4,8,10,1
8,225,11,10.2,2.2,0.6,157,43,0.6977777777777778,68,1.5813953488372092,3.909090909090909,0.49,0.17571059431524547,0.44556451612903225,7,0,0,0,8,5,10,0
